product_sku;attribute_name;attribute_value
79350404;technical_product_type_0;simple_customizable
79350404;format_0;A4 (21 x 29,7 cm)
79350404;type_reglure_0;Seyès
79350404;nombre_pages_0;192 Page(s)
79350404;matiere_couverture_0;Carton
79350404;type_reliure_0;Agrafé
79414356;note_environnementale;B
79414356;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/clairefontaine.html
79414356;couleur_papier;Blanc
79414356;grammage;270 g/m2
79414356;materiaux_produit_0;Papier
79414356;couleurs_du_papier_0;Blanc
79414356;format_0;A4 (21 x 29,7 cm)
79414357;note_environnementale;B
79414357;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/clairefontaine.html
79414357;points_forts_0;<ul><li>Résistant à la lumière</li><li>Teinté dans la masse</li><li>Sans acide</li></ul>
79414357;couleur_papier;Ivoire
79414357;grammage;270 g/m2
79414357;materiaux_produit_0;Papier
79414357;couleurs_du_papier_0;Ivoire
79414357;format_0;A4 (21 x 29,7 cm)
79414358;note_environnementale;B
79414358;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/clairefontaine.html
79414358;couleur_papier;Crème
79414358;grammage;270 g/m2
79414358;materiaux_produit_0;Papier
79414358;couleurs_du_papier_0;Crème
79414358;format_0;A4 (21 x 29,7 cm)
79397488;hauteur_produi;125 cm
79397488;largeur_produit;80 cm
79397488;note_environnementale;B
79397488;profondeur_produit;45 cm
79397488;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/gautier-office.html
79397488;points_forts_0;<ul><li>Bureau manager en noyer</li><li>Version avec pieds métal et plateau bois</li><li>Avec ou sans voile de fond</li><li>Rangements en noyer avec façades laquées</li></ul>
79397488;materiaux_produit_0;Panneau de particules, Verre trempé
79397488;modele_0;1 porte
79397488;finition_mobilier_obj_0_label;Imitation Chêne
79397488;finition_mobilier_obj_0_value;imitation_chene
79397488;finition_mobilier_0;Imitation Chêne
79423529;note_environnementale;A
79423529;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/armor.html
79423529;points_forts_0;<ul><li>Votre cartouche d'encre compatible est garantie à vie</li><li>30% d'économie par rapport aux cartouches de marque</li><li>qualité d'impression assurée : des cartouches testées et certifiées</li><li>coût à la page optimisé et une réduction de l’empreinte environnementale</li></ul>
79423529;categorie_accessoire_0;Consommables d'impression
79423529;compatibilite_produit_0;Neopost IJ25
79423529;consommables_inclus_0;Pack de 1
79423529;nombre_pages_imprimables_0;2500 pages
79423529;capacite_conso_0;standard
79423529;couleur_article_0;Bleu
79423529;type_cartouche_0;Compatible Owa
79423529;type_consommable_0;Cartouche d'encre
79423529;cartouches_marque;Non
79423529;cartridge_priority_order;1.0
79423529;contenance_ml_0;42 ml
79423529;swatch_image_0;/3/c/3c8e54b4ccae242fd579290f0d5409275a95e81a_Armor.jpg
79423530;note_environnementale;A
79423530;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/owa.html
79423530;points_forts_0;<ul><li>Votre cartouche d'encre compatible est garantie à vie</li><li>30% d'économie par rapport aux cartouches de marque</li><li>qualité d'impression assurée : des cartouches testées et certifiées</li><li>coût à la page optimisé et une réduction de l’empreinte environnementale</li></ul>
79423530;categorie_accessoire_0;Consommables d'impression
79423530;compatibilite_produit_0;Neopost IS280
79423530;consommables_inclus_0;Pack de 1
79423530;capacite_conso_0;standard
79423530;couleur_article_0;Cyan
79423530;type_cartouche_0;Compatible Owa
79423530;type_consommable_0;Cartouche d'encre
79423530;cartouches_marque;Non
79423530;cartridge_priority_order;1.0
79423530;contenance_ml_0;42 ml
79423533;note_environnementale;A
79423533;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/owa.html
79423533;points_forts_0;<ul><li>Votre cartouche d'encre compatible est garantie à vie</li><li>30% d'économie par rapport aux cartouches de marque</li><li>qualité d'impression assurée : des cartouches testées et certifiées</li><li>coût à la page optimisé et une réduction de l’empreinte environnementale</li></ul>
79423533;categorie_accessoire_0;Consommables d'impression
79423533;compatibilite_produit_0;Neopost IS480
79423533;consommables_inclus_0;Pack de 1
79423533;capacite_conso_0;standard
79423533;couleur_article_0;Cyan
79423533;type_cartouche_0;Compatible Owa
79423533;type_consommable_0;Cartouche d'encre
79423533;cartouches_marque;Non
79423533;cartridge_priority_order;1.0
79423533;contenance_ml_0;84 ml
79423534;note_environnementale;A
79423534;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/owa.html
79423534;categorie_accessoire_0;Consommables d'impression
79423534;consommables_inclus_0;Pack de 1
79423534;capacite_conso_0;standard
79423534;couleur_article_0;Cyan
79423534;type_consommable_0;Cartouche d'encre
79423534;cartouches_marque;Non
79423534;cartridge_priority_order;1.0
79423534;contenance_ml_0;84 ml
79414364;note_environnementale;B
79414364;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/clairefontaine.html
79414364;couleur_papier;Orange
79414364;grammage;270 g/m2
79414364;materiaux_produit_0;Papier
79414364;couleurs_du_papier_0;Orange
79414364;format_0;A4 (21 x 29,7 cm)
79423536;note_environnementale;A
79423536;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/owa.html
79423536;points_forts_0;<ul><li>Votre cartouche d'encre compatible est garantie à vie</li><li>30% d'économie par rapport aux cartouches de marque</li><li>qualité d'impression assurée : des cartouches testées et certifiées</li><li>coût à la page optimisé et une réduction de l’empreinte environnementale</li></ul>
79423536;categorie_accessoire_0;Consommables d'impression
79423536;compatibilite_produit_0;Neopost IS420
79423536;consommables_inclus_0;Pack de 1
79423536;capacite_conso_0;standard
79423536;couleur_article_0;Cyan
79423536;type_cartouche_0;Compatible Owa
79423536;type_consommable_0;Cartouche d'encre
79423536;cartouches_marque;Non
79423536;cartridge_priority_order;1.0
79423536;contenance_ml_0;84 ml
79423537;note_environnementale;A
79423537;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/owa.html
79423537;categorie_accessoire_0;Consommables d'impression
79423537;consommables_inclus_0;Pack de 1
79423537;capacite_conso_0;standard
79423537;couleur_article_0;Bleu
79423537;type_consommable_0;Cartouche d'encre
79423537;cartouches_marque;Non
79423537;cartridge_priority_order;1.0
79423537;contenance_ml_0;175 ml
79423537;cartouche_compatible_0;Neopost 7200268D
79423538;note_environnementale;A
79423538;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/owa.html
79423538;categorie_accessoire_0;Consommables d'impression
79423538;consommables_inclus_0;Pack de 1
79423538;capacite_conso_0;standard
79423538;couleur_article_0;Cyan
79423538;type_consommable_0;Cartouche d'encre
79423538;cartouches_marque;Non
79423538;cartridge_priority_order;1.0
79423538;contenance_ml_0;350 ml
79397573;note_environnementale;X
79397573;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397573;points_forts_0;<ul><li>Agrafé - Souple - Carte</li></ul>
79397573;couleur_papier;Couleurs assorties
79397573;grammage;70 g/m2
79397573;technical_product_type_0;simple_customizable
79397573;format_0;A4 (21 x 29,7 cm)
79397573;type_reglure_0;Seyès
79397573;nombre_pages_0;192 Page(s)
79397573;type_reliure_0;Agrafé
79397574;note_environnementale;B
79397574;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397574;points_forts_0;<ul><li>Agrafé - Souple - Carte</li></ul>
79397574;grammage;70 g/m2
79397574;materiaux_produit_0;Papier
79397574;format_0;24 x 32 cm
79397574;type_reglure_0;Quadrillé
79397574;nombre_pages_0;192 Page(s)
79397574;type_reliure_0;Agrafé
79397575;note_environnementale;X
79397575;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397575;points_forts_0;<ul><li>Agrafé - Souple - Polypro</li></ul>
79397575;couleur_papier;Rose
79397575;grammage;90 g/m2
79397575;materiaux_produit_0;Papier
79397575;format_0;17 x 22 cm
79397575;type_reglure_0;Seyès (grands carreaux) avec marges
79397575;nombre_pages_0;96 Page(s)
79397575;matiere_couverture_0;Polypropylène (PP)
79397575;type_reliure_0;Agrafé
79397576;note_environnementale;X
79397576;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397576;points_forts_0;<ul><li>Agrafé - Souple - Polypro</li></ul>
79397576;couleur_papier;Gris
79397576;grammage;90 g/m2
79397576;materiaux_produit_0;Papier
79397576;format_0;17 x 22 cm
79397576;type_reglure_0;Seyès (grands carreaux) avec marges
79397576;nombre_pages_0;96 Page(s)
79397576;matiere_couverture_0;Polypropylène (PP)
79397576;type_reliure_0;Agrafé
79397577;note_environnementale;X
79397577;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397577;points_forts_0;<ul><li>Agrafé - Souple - Polypro</li></ul>
79397577;couleur_papier;Rose
79397577;grammage;90 g/m2
79397577;materiaux_produit_0;Papier
79397577;format_0;A4 (21 x 29,7 cm)
79397577;type_reglure_0;Seyès (grands carreaux) avec marges
79397577;nombre_pages_0;96 Page(s)
79397577;matiere_couverture_0;Polypropylène (PP)
79397578;note_environnementale;X
79397578;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397578;points_forts_0;<ul><li>Agrafé - Souple - Polypro</li></ul>
79397578;couleur_papier;Gris
79397578;grammage;90 g/m2
79397578;materiaux_produit_0;Papier
79397578;format_0;A4 (21 x 29,7 cm)
79397578;type_reglure_0;Seyès
79397578;nombre_pages_0;96 Page(s)
79397578;matiere_couverture_0;Polypropylène (PP)
79397578;type_reliure_0;Agrafé
79397580;hauteur_produi;3 mm
79397580;largeur_produit;170 mm
79397580;note_environnementale;B
79397580;profondeur_produit;220 mm
79397580;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397580;points_forts_0;<ul><li>Agrafé- Souple- Polypro</li></ul>
79397580;couleur_papier;Transparent
79397580;grammage;90 g/m2
79397580;format_0;17 x 22 cm
79397580;nombre_pages_0;32 Page(s)
79397580;matiere_couverture_0;Polypropylène (PP)
79397580;type_reliure_0;Agrafé
79397581;note_environnementale;B
79397581;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397581;points_forts_0;<ul><li>Agrafé- Souple- Polypro</li></ul>
79397581;couleur_papier;Transparent
79397581;grammage;120 g/m2
79397581;materiaux_produit_0;Papier
79397581;couleurs_du_papier_0;Blanc
79397581;format_0;24 x 32 cm
79397581;type_reglure_0;Uni
79397581;nombre_pages_0;48 Page(s)
79397581;matiere_couverture_0;Polypropylène (PP)
79397581;type_reliure_0;Agrafé
79414375;note_environnementale;B
79414375;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/clairefontaine.html
79414375;couleur_papier;Menthe
79414375;grammage;270 g/m2
79414375;materiaux_produit_0;Papier
79414375;couleurs_du_papier_0;Menthe
79414375;format_0;A4 (21 x 29,7 cm)
79401198;hauteur_produi;198 cm
79401198;largeur_produit;120 cm
79401198;note_environnementale;C
79401198;profondeur_produit;43 cm
79401198;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/vinco.html
79401198;points_forts_0;<ul><li>Une tablette fixe en partie haute des armoires, indépendante du dessus, permettant de recevoir une charge élevée de dossiers suspendus sans déformer le dessus de l'armoire</li><li>Rideaux à ouverture totale, en lame de 30 mm, entièrement escamotables : l'accès au contenu est ainsi garanti à 100 %</li><li>Les poignées sont encastrées et sont d'un coloris assorti au corps de l'armoire</li><li>Serrure par came 90° anti-crochetage</li><li>Socle très résistant équipé de 2 traverses de renfort recevant 4 vérins</li><li>Les vérins sont réglables de l'intérieur de l'armoire et ont une course de 20 mm</li><li>Le rail des rideaux est encastré dans l'épaisseur du socle ce qui garantit l'intégrité en facilitant l'extraction de charges lourdes</li></ul>
79401198;materiaux_produit_0;Acier, Polychlorure de vinyle (PVC)
79401198;finition_mobilier_obj_0_label;Gris
79401198;finition_mobilier_obj_0_value;gris
79401198;finition_mobilier_0;Gris
79401199;hauteur_produi;198 cm
79401199;largeur_produit;120 cm
79401199;note_environnementale;C
79401199;profondeur_produit;43 cm
79401199;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/vinco.html
79401199;points_forts_0;<ul><li>Une tablette fixe en partie haute des armoires, indépendante du dessus, permettant de recevoir une charge élevée de dossiers suspendus sans déformer le dessus de l'armoire</li><li>Rideaux à ouverture totale, en lame de 30 mm, entièrement escamotables : l'accès au contenu est ainsi garanti à 100 %</li><li>Les poignées sont encastrées et sont d'un coloris assorti au corps de l'armoire</li><li>Serrure par came 90° anti-crochetage</li><li>Socle très résistant équipé de 2 traverses de renfort recevant 4 vérins</li><li>Les vérins sont réglables de l'intérieur de l'armoire et ont une course de 20 mm</li><li>Le rail des rideaux est encastré dans l'épaisseur du socle ce qui garantit l'intégrité en facilitant l'extraction de charges lourdes</li></ul>
79401199;materiaux_produit_0;Acier, Polychlorure de vinyle (PVC)
79401199;finition_mobilier_obj_0_label;Noir
79401199;finition_mobilier_obj_0_value;noir
79401199;finition_mobilier_0;Noir
79401200;hauteur_produi;198 cm
79401200;largeur_produit;120 cm
79401200;note_environnementale;C
79401200;profondeur_produit;43 cm
79401200;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/vinco.html
79401200;points_forts_0;<ul><li>Une tablette fixe en partie haute des armoires, indépendante du dessus, permettant de recevoir une charge élevée de dossiers suspendus sans déformer le dessus de l'armoire</li><li>Rideaux à ouverture totale, en lame de 30 mm, entièrement escamotables : l'accès au contenu est ainsi garanti à 100 %</li><li>Les poignées sont encastrées et sont d'un coloris assorti au corps de l'armoire</li><li>Serrure par came 90° anti-crochetage</li><li>Socle très résistant équipé de 2 traverses de renfort recevant 4 vérins</li><li>Les vérins sont réglables de l'intérieur de l'armoire et ont une course de 20 mm</li><li>Le rail des rideaux est encastré dans l'épaisseur du socle ce qui garantit l'intégrité en facilitant l'extraction de charges lourdes</li></ul>
79401200;materiaux_produit_0;Acier, Polychlorure de vinyle (PVC)
79401200;finition_mobilier_obj_0_label;Anthracite
79401200;finition_mobilier_obj_0_value;anthracite
79401200;finition_mobilier_0;Anthracite
79401201;hauteur_produi;198 cm
79401201;largeur_produit;120 cm
79401201;note_environnementale;C
79401201;profondeur_produit;43 cm
79401201;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/vinco.html
79401201;points_forts_0;<ul><li>Une tablette fixe en partie haute des armoires, indépendante du dessus, permettant de recevoir une charge élevée de dossiers suspendus sans déformer le dessus de l'armoire</li><li>Rideaux à ouverture totale, en lame de 30 mm, entièrement escamotables : l'accès au contenu est ainsi garanti à 100 %</li><li>Les poignées sont encastrées et sont d'un coloris assorti au corps de l'armoire</li><li>Serrure par came 90° anti-crochetage</li><li>Socle très résistant équipé de 2 traverses de renfort recevant 4 vérins</li><li>Les vérins sont réglables de l'intérieur de l'armoire et ont une course de 20 mm</li><li>Le rail des rideaux est encastré dans l'épaisseur du socle ce qui garantit l'intégrité en facilitant l'extraction de charges lourdes</li></ul>
79401201;materiaux_produit_0;Acier, Polychlorure de vinyle (PVC)
79401201;finition_mobilier_obj_0_label;Aluminium
79401201;finition_mobilier_obj_0_value;aluminium
79401201;finition_mobilier_0;Aluminium
79401202;hauteur_produi;198 cm
79401202;largeur_produit;120 cm
79401202;note_environnementale;C
79401202;profondeur_produit;43 cm
79401202;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/vinco.html
79401202;points_forts_0;<ul><li>Une tablette fixe en partie haute des armoires, indépendante du dessus, permettant de recevoir une charge élevée de dossiers suspendus sans déformer le dessus de l'armoire</li><li>Rideaux à ouverture totale, en lame de 30 mm, entièrement escamotables : l'accès au contenu est ainsi garanti à 100 %</li><li>Les poignées sont encastrées et sont d'un coloris assorti au corps de l'armoire</li><li>Serrure par came 90° anti-crochetage</li><li>Socle très résistant équipé de 2 traverses de renfort recevant 4 vérins</li><li>Les vérins sont réglables de l'intérieur de l'armoire et ont une course de 20 mm</li><li>Le rail des rideaux est encastré dans l'épaisseur du socle ce qui garantit l'intégrité en facilitant l'extraction de charges lourdes</li></ul>
79401202;materiaux_produit_0;Acier, Polychlorure de vinyle (PVC)
79401202;finition_mobilier_obj_0_label;Anthracite/hêtre
79401202;finition_mobilier_obj_0_value;anthracite_hetre
79401202;finition_mobilier_0;Anthracite/hêtre
79416886;note_environnementale;D
79416886;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/x-doria.html
79416886;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79416886;type_maroquinerie;Coque de protection
79416886;materiau_maroquinerie_0;Cuir artificiel, Polycarbonate
79397612;note_environnementale;X
79397612;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397612;points_forts_0;<ul><li>Agrafé - Souple - Polypro</li></ul>
79397612;couleur_papier;Orange
79397612;grammage;90 g/m2
79397612;materiaux_produit_0;Papier
79397612;format_0;17 x 22 cm
79397612;type_reglure_0;Seyès (grands carreaux) avec marges
79397612;nombre_pages_0;96 Page(s)
79397612;matiere_couverture_0;Polypropylène (PP)
79397613;note_environnementale;X
79397613;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397613;points_forts_0;<ul><li>Agrafé - Souple - Polypro</li></ul>
79397613;couleur_papier;Violet
79397613;grammage;90 g/m2
79397613;materiaux_produit_0;Papier
79397613;format_0;17 x 22 cm
79397613;type_reglure_0;Seyès (grands carreaux) avec marges
79397613;nombre_pages_0;96 Page(s)
79397613;matiere_couverture_0;Polypropylène (PP)
79397614;note_environnementale;B
79397614;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397614;points_forts_0;<ul><li>Agrafé- Souple- Carte</li></ul>
79397614;format_0;24 x 32 cm
79397614;type_reglure_0;Seyès, Uni
79397614;nombre_pages_0;96 Page(s)
79397614;matiere_couverture_0;Carton
79397614;type_reliure_0;Agrafé
79397615;note_environnementale;X
79397615;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397615;points_forts_0;<ul><li>Agrafé - Souple - Polypro</li></ul>
79397615;couleur_papier;Bleu
79397615;grammage;90 g/m2
79397615;materiaux_produit_0;Papier
79397615;format_0;A4 (21 x 29,7 cm)
79397615;type_reglure_0;Seyès (grands carreaux) avec marges
79397615;nombre_pages_0;96 Page(s)
79397615;matiere_couverture_0;Polypropylène (PP)
79414387;note_environnementale;B
79414387;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/clairefontaine.html
79414387;points_forts_0;<ul><li>Matériau Clairefontaine, reconnu pour sa qualité</li><li>Production respectueuse de l'environnement</li></ul>
79414387;couleur_papier;Argent
79414387;grammage;120 g/m2
79414387;materiaux_produit_0;Papier
79414387;couleurs_du_papier_0;Argent
79414387;format_0;A4 (21 x 29,7 cm)
79397617;note_environnementale;X
79397617;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/conquerant.html
79397617;points_forts_0;<ul><li>Agrafé - Souple - Polypro</li></ul>
79397617;couleur_papier;Rouge
79397617;grammage;90 g/m2
79397617;materiaux_produit_0;Papier
79397617;format_0;A4 (21 x 29,7 cm)
79397617;type_reglure_0;Seyès (grands carreaux) avec marges
79397617;nombre_pages_0;96 Page(s)
79397617;matiere_couverture_0;Polypropylène (PP)
79416900;note_environnementale;D
79416900;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/x-doria.html
79416900;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79416900;type_maroquinerie;Boîtier de protection
79416900;materiau_maroquinerie_0;Aluminium, Polycarbonate
79416902;note_environnementale;D
79416902;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/x-doria.html
79416902;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79416902;type_maroquinerie;Coque de protection
79416902;materiau_maroquinerie_0;Aluminium anodisé, Caoutchouc souple, Polycarbonate
79416903;note_environnementale;D
79416903;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/x-doria.html
79416903;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79416903;type_maroquinerie;Coque de protection
79416903;materiau_maroquinerie_0;Aluminium anodisé, Caoutchouc souple, Polycarbonate
79416904;note_environnementale;D
79416904;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/x-doria.html
79416904;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79416904;type_maroquinerie;Coque de protection
79416904;materiau_maroquinerie_0;Aluminium anodisé, Caoutchouc souple, Polycarbonate
79416905;note_environnementale;D
79416905;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/x-doria.html
79416905;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79416905;type_maroquinerie;Boîtier de protection
79416905;materiau_maroquinerie_0;Aluminium anodisé, Caoutchouc, Polycarbonate
79416906;note_environnementale;D
79416906;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/x-doria.html
79416906;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79416906;type_maroquinerie;Coque de protection
79416906;materiau_maroquinerie_0;Métal anodisé, Polycarbonate, Polyuréthanne thermoplastique (TPU)
79416907;note_environnementale;D
79416907;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/x-doria.html
79416907;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79416907;type_maroquinerie;Boîtier de protection
79416907;materiau_maroquinerie_0;Métal anodisé, Polycarbonate, Polyuréthanne thermoplastique (TPU)
79416908;note_environnementale;D
79416908;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/x-doria.html
79416908;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79416908;type_maroquinerie;Coque de protection
79416908;materiau_maroquinerie_0;Métal anodisé, Polycarbonate, Polyuréthanne thermoplastique (TPU)
79416909;note_environnementale;D
79416909;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/x-doria.html
79416909;utilisation_recommandee_maroquinerie_0;Pour téléphone portable
79416909;type_maroquinerie;Coque de protection
79416909;materiau_maroquinerie_0;Métal anodisé, Polycarbonate, Polyuréthanne thermoplastique (TPU)
79418905;note_environnementale;A
79418905;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/owa.html
79418905;points_forts_0;<ul><li>Cartouche d’origine collectée, reconditionnée et produite dans une usine certifiée ISO qui garantie une approche durable et qualitative du processus de reconditionnement</li><li>Qualité d'impression et rendement en pages supérieur ou égal aux normes des fabricants d'imprimantes</li><li>30% d'économie par rapport à l'OEM (cartouches d’origine)</li><li>Offre 100 % éco-responsable grâce à son packaging écologique</li><li>Garantie à vie</li><li>Garantie imprimante préservée</li></ul>
79418905;categorie_accessoire_0;Consommables d'impression
79418905;compatibilite_produit_0;Samsung ProXpress C2620DW, C2670FW, C2680FX
79418905;consommables_inclus_0;Pack de 1
79418905;nombre_pages_imprimables_0;6000 pages
79418905;capacite_conso_0;XL
79418905;couleur_article_0;Noir
79418905;type_cartouche_0;Compatible Owa
79418905;type_consommable_0;Cartouche de toner
79418905;cartouches_marque;Non
79418905;cartridge_priority_order;1.0
79418905;cartouche_compatible_0;Samsung CLT_K505L
79401214;hauteur_produi;100 cm
79401214;largeur_produit;120 cm
79401214;note_environnementale;C
79401214;profondeur_produit;43 cm
79401214;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/vinco.html
79401214;points_forts_0;<ul><li>Une tablette fixe en partie haute des armoires, indépendante du dessus, permettant de recevoir une charge élevée de dossiers suspendus sans déformer le dessus de l'armoire</li><li>Rideaux à ouverture totale, en lame de 30 mm, entièrement escamotables : l'accès au contenu est ainsi garanti à 100 %</li><li>Les poignées sont encastrées et sont d'un coloris assorti au corps de l'armoire</li><li>Serrure par came 90° anti-crochetage</li><li>Socle très résistant équipé de 2 traverses de renfort recevant 4 vérins</li><li>Les vérins sont réglables de l'intérieur de l'armoire et ont une course de 20 mm</li><li>Le rail des rideaux est encastré dans l'épaisseur du socle ce qui garantit l'intégrité en facilitant l'extraction de charges lourdes</li></ul>
79401214;materiaux_produit_0;Acier, Polychlorure de vinyle (PVC)
79401214;finition_mobilier_obj_0_label;Anthracite/merisier
79401214;finition_mobilier_obj_0_value;anthracite_merisier
79401214;finition_mobilier_0;Anthracite/merisier
79401215;hauteur_produi;100 cm
79401215;largeur_produit;120 cm
79401215;note_environnementale;C
79401215;profondeur_produit;43 cm
79401215;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/vinco.html
79401215;points_forts_0;<ul><li>Une tablette fixe en partie haute des armoires, indépendante du dessus, permettant de recevoir une charge élevée de dossiers suspendus sans déformer le dessus de l'armoire</li><li>Rideaux à ouverture totale, en lame de 30 mm, entièrement escamotables : l'accès au contenu est ainsi garanti à 100 %</li><li>Les poignées sont encastrées et sont d'un coloris assorti au corps de l'armoire</li><li>Serrure par came 90° anti-crochetage</li><li>Socle très résistant équipé de 2 traverses de renfort recevant 4 vérins</li><li>Les vérins sont réglables de l'intérieur de l'armoire et ont une course de 20 mm</li><li>Le rail des rideaux est encastré dans l'épaisseur du socle ce qui garantit l'intégrité en facilitant l'extraction de charges lourdes</li></ul>
79401215;materiaux_produit_0;Acier, Polychlorure de vinyle (PVC)
79401215;finition_mobilier_obj_0_label;Aluminium/Hêtre
79401215;finition_mobilier_obj_0_value;aluminium_hetre
79401215;finition_mobilier_0;Aluminium/Hêtre
79401216;hauteur_produi;100 cm
79401216;largeur_produit;120 cm
79401216;note_environnementale;C
79401216;profondeur_produit;43 cm
79401216;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/vinco.html
79401216;points_forts_0;<ul><li>Une tablette fixe en partie haute des armoires, indépendante du dessus, permettant de recevoir une charge élevée de dossiers suspendus sans déformer le dessus de l'armoire</li><li>Rideaux à ouverture totale, en lame de 30 mm, entièrement escamotables : l'accès au contenu est ainsi garanti à 100 %</li><li>Les poignées sont encastrées et sont d'un coloris assorti au corps de l'armoire</li><li>Serrure par came 90° anti-crochetage</li><li>Socle très résistant équipé de 2 traverses de renfort recevant 4 vérins</li><li>Les vérins sont réglables de l'intérieur de l'armoire et ont une course de 20 mm</li><li>Le rail des rideaux est encastré dans l'épaisseur du socle ce qui garantit l'intégrité en facilitant l'extraction de charges lourdes</li></ul>
79401216;materiaux_produit_0;Acier, Polychlorure de vinyle (PVC)
79401216;finition_mobilier_obj_0_label;Aluminium/Chêne
79401216;finition_mobilier_obj_0_value;aluminium_chene
79401216;finition_mobilier_0;Aluminium/Chêne
79401217;hauteur_produi;100 cm
79401217;largeur_produit;120 cm
79401217;note_environnementale;C
79401217;profondeur_produit;43 cm
79401217;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/vinco.html
79401217;points_forts_0;"<ul><li>garantie 2 ans</li><li>Rideaux à ouverture totale</li><li>Serrure par came 90° anticrochetage</li><li>Socle très résistant équipé de 2 traverses de renfort</li><li>Poignées encastrées</li><li style=""margin-bottom: 5px; border: 0px; font: inherit; vertical-align: baseline; outline: 0px;"">Fabrication Française</li></ul>"
79401217;materiaux_produit_0;Acier, Polychlorure de vinyle (PVC)
79401217;finition_mobilier_obj_0_label;Aluminium/Wengé
79401217;finition_mobilier_obj_0_value;aluminium_wenge
79401217;finition_mobilier_0;Aluminium/Wengé
79401218;note_environnementale;C
79401218;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/pierre-henry.html
79401218;couleur_papier;Bleu
79401219;note_environnementale;C
79401219;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/pierre-henry.html
79401219;couleur_papier;Turquoise
79401220;note_environnementale;C
79401220;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/pierre-henry.html
79401220;couleur_papier;Noir
79398217;note_environnementale;B
79398217;brand_link_url;https://bva-integ-web.decade.fr/nos-marques/exacompta.html
