promo_id;product_sku;reference_price;discount_value
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79407754;4.39;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79407757;4.39;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;300028951;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79138579;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79138575;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79148596;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79360274;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79136894;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79360286;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;400011632;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79360285;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79407760;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;400011634;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79136898;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79360277;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;400011631;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79360273;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79136899;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79407763;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79360275;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;300028953;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79148597;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;300028952;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79360276;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79136902;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79138574;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79136900;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79407764;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;400011635;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79138576;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79138578;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79136893;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79407762;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79138580;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79407765;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79148598;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;400011636;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79360289;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79360287;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;400011637;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79138577;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;400011633;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79136897;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79407761;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79148595;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79136895;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79360288;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79148594;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79136901;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;79360290;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252052;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252062;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252053;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252060;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252058;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252048;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252057;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252059;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252049;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252056;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252055;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252061;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252050;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252051;4.79;20.0
OPE-SEPTEMBRE-2-PERCENT-DISCOUNT;405252054;4.79;20.0
OPE-SEPTEMBRE-2-RI-AMOUNT-DISCOUNT;405247299;119.9;30.0
